,TCGA-A2-A3XY,TCGA-A7-A26G,TCGA-A8-A09X,TCGA-AC-A2QJ,TCGA-AO-A03U,TCGA-AR-A1AR,TCGA-BH-A0BL,TCGA-BH-A0RX,TCGA-C8-A26X,TCGA-D8-A27M
ADAP2,4.473861313,5.995434914,10.31145615,11.0215049,9.141739126,9.753297906,6.329146197,3.991173405,6.275395501,6.158006958
ADAR,102.645545,60.83565243,53.45961816,17.44995082,37.32063932,99.61834488,100.7242044,68.36985881,49.52128847,79.84982176
ADARB1,3.576356546,2.70197788,3.744135842,2.960654466,1.597886883,7.718093045,4.43332047,3.057742128,1.865408275,4.067213817
ADARB2,0.003512469,0.028110745,0.069169893,0.005107905,0.372837774,0.023946011,0.024319004,0.029414389,0.043819405,0.13895568
ADARB2-AS1,0.032823634,0.303105911,0,0,0,0.010655848,0,0.018324947,0,0
ADAT1,6.780026717,5.27783336,6.556967411,1.691822593,6.192944407,4.166077988,8.346148008,3.754551202,2.738436056,10.88090878
ADAT2,1.761840006,1.015457607,1.03629924,0.476496478,0.460666109,1.687485377,1.086801889,1.025750069,0.543070275,0.843771777
ADAT3,1.562680832,0.081297964,1.714747776,5.089081013,0.939260405,0.364404288,0.952412793,1.5390252,2.454041759,0.533731176
ADCK1,1.166760734,0.728976271,3.097742502,1.804456273,1.349590695,2.243349659,1.308969011,1.368684311,1.653410599,1.054085563
ADCK2,12.58351983,6.793349518,20.36387236,13.20517508,10.00951747,10.04129882,21.40055525,15.98007072,12.88873414,12.59994226
ADCK5,15.32547681,1.164835352,2.80450807,14.43342916,1.635615819,1.315950625,3.310040847,3.60885166,2.177082256,5.399366283
ADCY1,0.402107711,0.422567276,0.916368929,0.505375052,0.147120471,0.315422559,0.518595922,0.259027795,0.347576325,0.267849931
ADCY10,0.028070383,0.031475813,0.05922651,0.032073273,0.01801361,0.037101931,0.099488015,0.023506916,0.037520232,0.057202104
ADCY10P1,0.758985789,0.536546563,0.351495047,0.473919168,0.149818823,0.448943267,0.509658907,0.348320818,0.203950225,0.961556113
ADCY2,1.694942612,1.092705622,7.510037424,0.012247555,0.249416868,0.015721295,0.058311253,0.887487265,0.188247961,5.961253399
ADCY3,9.411464551,4.384853789,4.480374491,2.440613511,92.27632473,14.98973371,6.600078114,6.441938717,3.67228236,7.266735503
ADCY4,2.479472166,0.801725842,0.939740135,1.559881118,0.79965588,0.919854509,1.170872305,1.379993202,1.113565316,1.377317471
ADCY5,1.702127194,0.274137826,0.155713723,0.066572013,0.16063619,0.344516676,1.182970466,0.394978707,0.13195968,0.728210573
ADCY6,8.506434042,2.769310394,16.34216446,2.385930834,8.846552109,3.221461853,6.632310512,2.600845966,5.352155845,6.231590162
ADCY6-DT,0.155527147,0.041034194,0.459411697,0.161550562,0.155254488,0.043277362,0.051276713,0.595395382,0.935482998,0.126773905
ADCY7,4.805163221,2.189000682,1.46826944,0.31734296,2.839031731,1.705800042,3.095835993,0.950752597,1.014228819,7.28695233
ADCY8,0.002064899,0.020974868,0,0.003002819,0,0.00603313,0.007148289,0,0.012880205,0.035346122
ADCY9,3.584044222,2.075110822,2.801178327,1.092167891,2.450813697,1.564736937,1.977376184,1.456902265,1.732676973,2.302668442
ADCYAP1,0.236149009,0.221056216,0.033444689,0.075268551,0.348758646,0.16067787,0.298631263,1.744602356,0.221962657,0.413459515
ADCYAP1R1,0.754890734,0.399290573,0.186266159,6.71242584,0.102513931,0.50534175,0.463614436,0.165962541,0.148905216,0.259055202
ADD1,14.96579642,11.66654789,14.17912693,14.9756853,13.96265201,11.4948154,16.23568385,9.04782012,12.73887685,25.38689146
ADD2,0.294293807,0.163236632,0.272557378,0.0861586,0.481873277,0.244051129,6.060059386,0.611650949,0.190841583,1.760113577
ADD3,8.326971053,16.11567927,6.637032594,1.647405741,12.65171323,9.011490077,14.99623959,9.628581471,12.86789025,16.55478429
ADD3-AS1,0.028698359,0.015143517,0.022202215,0.007949285,0.012277734,0.002661892,0.017346524,0.011444191,0.010655449,0.02651175
ADGB,0.003167082,0.007311509,0.009355244,0,0.006323059,0,0.003654612,0.002652202,0,0
ADGRA1,0,0.239459729,0,0,0,0.001843431,0.002184169,0,0.014758362,0
ADGRA2,8.702144574,5.817650269,4.338278923,6.674717363,3.55167061,2.636609387,8.337930462,5.056813307,5.151395597,5.233886089
ADGRA3,4.778500122,3.912523864,1.175285095,1.296526216,4.193616743,5.458674264,7.633117993,2.415921359,0.649508,12.40803779
ADGRB1,1.372113574,1.764615365,0.145812269,0.467205279,0.021714884,0.037482337,0.154471446,6.429051978,0.049578545,1.552452978
ADGRB2,1.231521079,0.67999521,0.576608558,3.747973032,0.665376378,0.21947805,2.770773804,0.81866865,0.227683693,1.485065749
ADGRB3,0.032242013,0.07355806,0.036415178,0.002758059,0.064370978,0.029553971,0.021885438,0.022235586,0.041406187,0.006493012
ADGRD1,0.415647832,0.12897138,0.128460118,0.007297106,0.477532703,0.409694125,0.294341153,0.117659157,0.25170417,0.188967023
ADGRD2,0.008877651,0.00614847,0.009833886,0,0.002215522,0.019453744,0.020488495,0.014868781,0.01038301,0.002532735
ADGRE1,0.630883173,0.766554603,0.500220358,2.423981852,0.507136341,0.452737011,0.501936358,0.355920196,0.362457719,0.610060519
ADGRE2,1.374789472,1.799493598,1.079557353,0.475418083,1.932446856,1.737971075,0.998307999,1.260079194,0.632254925,1.423878866
ADGRE3,0.056402966,6.258170152,0.012816057,0.006309412,0.506736765,0.135216968,0.040052589,0.174400269,0.006765853,0.069316772
ADGRE4P,0.121483312,0.148240906,0.249913115,0.012618824,0.415784012,0.211276512,0.11014462,0.087200134,0.115019503,0.39609584
ADGRE5,10.5249696,20.39713549,10.26527962,20.12480553,25.74576349,11.06568857,7.846051622,14.85454505,9.961142245,14.99916676
ADGRF1,0.031762246,0.119155013,0.052775161,0.030311737,6.596946646,0.018366967,0.376824504,2.407171863,1.001450465,0.288837184
ADGRF2,0.011548581,0.010664399,0,0.025191278,0.011528335,0.001874563,0.122158048,0.025789605,0.024012166,0.366813704
ADGRF3,0.117512142,0.057217094,0.037867545,0.068355433,0.174892774,0.131094123,0.261341233,0.089461748,0.049977587,0.129225322
ADGRF4,0.007259724,0.408938231,0,0.09501517,0.014493994,0.03181671,0.867046723,0.006079494,0.503783705,0.244395864
ADGRF5,6.335825141,8.42315373,8.05368936,3.356549383,4.628518173,8.526681581,10.33982963,10.72009386,8.486089048,4.161158041
ADGRG1,50.87018851,21.4163281,11.33100564,3.348848554,26.64917303,6.025064447,38.76764652,36.92183666,8.279512499,71.1314372
ADGRG2,2.043598483,0.29773328,0.137846129,0.081082314,0.037509187,0.279775041,0.183227777,0.225340003,0.090728391,0.929520506
ADGRG3,0.436169911,0.085333871,0.081889987,0.016125948,1.579266503,0.140398001,0.891460281,0.352879042,0.092226908,0.046400011
ADGRG4,0.019549514,0.018052764,0.001804604,0,0.003659108,0.016659679,0.035248286,0.002046413,0,0.009760357
