,TCGA-A2-A3XY,TCGA-A7-A26G,TCGA-A8-A09X,TCGA-AC-A2QJ,TCGA-AO-A03U,TCGA-AR-A1AR,TCGA-BH-A0BL,TCGA-BH-A0RX,TCGA-C8-A26X,TCGA-D8-A27M
UBE3B,2.90794782,3.733146154,8.581029021,1.504946033,4.547666498,3.923744653,4.911339802,2.812643147,4.423742183,3.762891393
UBE3C,10.98586026,9.752728551,20.45892542,3.616847242,10.87331326,31.30357677,21.5257694,8.872295265,11.3232224,15.3689353
UBE3D,0.662222206,0.625742575,0.383835301,0.271548454,0.3535909,1.03679537,0.399852503,0.457837073,0.201133342,0.373461571
UBE4A,5.452511737,26.34200547,9.131256581,1.690355412,7.388065699,15.35302589,7.123423951,4.225940049,4.734465377,8.328390123
UBE4B,7.072741577,15.18435093,3.748243226,3.082656565,7.320141231,14.6262549,7.506398441,3.832670244,6.29169784,12.63389187
UBFD1,8.043104188,11.1633812,11.0123648,4.188873549,7.195025084,7.147633681,10.84019099,8.649017685,6.787971052,9.176948118
UBIAD1,4.446885479,8.23297563,3.15871047,3.818060927,3.508234702,6.314722352,4.972115777,3.81724651,4.981865914,6.144328571
UBL3,9.998143304,20.9102632,13.30293874,3.441955586,18.65794892,9.524089735,13.21548497,8.318643858,9.212067035,21.03137449
UBL4A,14.34005911,15.87848549,18.87081581,21.19391033,14.13271232,14.28967483,19.0426114,33.10248344,21.59589048,21.91902507
UBL4B,0.932741967,0.08459485,0.073800719,0.944644503,0.008313453,0.048665072,0.249861222,0.390551978,0.077921753,0.237593855
UBL5,34.07725544,34.15239178,46.22564668,97.46168864,28.52609692,37.34168469,32.51907521,82.47293653,99.15452312,22.4482907
UBL7,30.41627728,17.86676685,20.98607949,38.60089979,15.33140129,15.25665913,17.34578305,19.46721798,30.72174324,14.03909697
UBL7-AS1,1.504416558,0.671353004,1.275759799,0.408241104,0.970048719,0.848261604,0.730948042,0.831856136,1.818447653,0.977508361
UBLCP1,13.19660958,15.38891136,11.75286564,5.879643561,10.20726152,17.47105165,13.65163916,11.83314948,10.66612721,10.45617528
UBN1,11.24797726,7.562139777,10.84906819,3.510462912,7.702004563,5.865638841,8.542786708,4.609631679,6.763385231,12.2346737
UBN2,1.307056096,2.564496869,2.083561935,0.274188354,2.068126977,4.741433028,3.396185681,1.767659525,1.340093108,2.61026125
UBOX5,5.673819384,2.353420999,3.445601576,4.937746207,2.193972577,1.690137181,3.993090138,3.480889001,2.831809399,2.997269049
UBOX5-AS1,0.127521518,0.016822602,0.080718399,0.017661374,0.090927112,0.047312597,0.19620236,0.050852405,0.09469524,0.0900864
UBP1,9.42208131,12.1385998,13.93457137,3.407564812,7.985475509,20.11400536,15.94854451,7.739285917,8.543226065,8.825147206
UBQLN1,16.62396919,17.35874391,26.7521022,3.805311338,19.60751466,40.36817713,22.74938881,19.00212268,16.62176361,39.78901534
UBQLN2,12.50673572,18.94411942,13.66691614,4.53630922,12.58938247,38.24769362,23.66603342,11.03395731,10.75449144,18.87816299
UBQLN3,0,0.01397517,0,0,0,0,0,0,0,0
UBQLN4,43.8523073,23.99621027,22.23927641,6.692808987,11.45081061,27.48421613,30.8319549,26.46319832,15.85866416,16.4190318
UBQLNL,0.164969626,0.117940043,0.172914266,0.13155929,0.015936814,0.22286064,0.171942146,0.303039003,0.124479411,0.212550456
UBR1,3.217314548,4.786786662,5.641748303,0.472375925,4.707980204,3.907394799,3.751205567,1.943610892,4.659477014,5.045325617
UBR2,5.655950281,10.46641168,9.188501204,1.528772703,8.149360266,13.06592027,10.20284774,6.289613019,5.953838979,12.11117583
UBR3,3.625506229,11.67144505,5.123450339,0.791554407,6.586267382,9.763713487,7.643124495,3.113948024,5.43434087,9.147076791
UBR4,9.041464531,9.945374791,7.083956805,2.409128399,7.412207455,15.06895647,8.530248481,3.627671072,4.935786487,20.2036904
UBR5,21.28770073,21.72529278,13.01121436,3.355614436,10.0993303,19.49751493,15.03405005,8.485703757,10.05871081,37.38303497
UBR7,9.666489126,13.15421395,24.43465091,3.735990127,11.38586149,19.10134358,12.19652844,9.693891876,15.15208954,13.19097929
UBTD1,18.00874644,8.021824074,5.157629152,46.37580651,13.2956189,4.841509013,8.275748862,13.20797929,13.55782175,5.919969829
UBTD2,11.16784124,16.51082447,20.05205706,5.807539594,10.22885665,13.91619564,18.29134015,10.11105723,9.617714489,9.667906297
UBTF,26.04170232,10.66754661,12.80603417,22.54561106,13.66483711,9.219297282,18.41823155,15.47125492,14.96491376,16.36855791
UBTFL1,0,0,0,0,0,0,0,0,0,0.011883713
UBXN1,46.0123957,10.01075505,26.1564769,57.76433022,26.95729121,9.199191272,21.5971763,32.32377309,18.13340551,17.28080539
UBXN10,0.388863731,0.599846108,0.199058375,0.112456126,5.549238193,0.131261459,0.749573315,1.313682573,0.354883629,0.242051459
UBXN10-AS1,0.555105575,0.601754382,0,0.421171817,4.26441025,0.470110952,0.334203517,3.557195548,0.48927731,0.413133786
UBXN11,3.085065727,1.171925755,1.974864778,7.580018296,1.750102068,1.641190914,2.349158009,2.186897744,2.378938097,4.380588216
UBXN2A,4.241229291,2.897756791,3.48063374,1.38590857,3.712601721,8.071410333,5.090122488,4.758589912,2.520632133,3.356561976
UBXN2B,9.002140436,11.71442487,7.609114289,0.896650576,8.017509652,10.72454783,6.585328383,8.988233395,5.71924466,16.42586207
UBXN4,25.01742644,55.50048883,27.04532162,3.694110204,33.73715083,57.31035991,43.9668523,24.10391875,44.72385997,46.70367538
UBXN6,21.27624844,6.641036139,13.95088687,47.01455167,19.82969607,8.408524806,14.38674863,12.58037992,16.07990347,10.73662264
UBXN7,2.993546817,12.02886988,3.373148003,1.071673573,4.872036972,14.824733,11.59337821,3.184265835,3.430604509,4.877913163
UBXN8,1.22820794,3.62158329,4.373948618,2.103240674,3.04031019,2.992299321,1.479086903,2.614594518,4.212457573,1.401598427
UCA1,0.042832058,0.766334539,0.150244439,0.116788618,38.04835719,0.052143668,0.883480588,0.403523458,0.016698326,0.048878812
UCHL1,7.691690744,13.38374642,2.294355046,0.564761508,1.303033599,28.12044266,9.703544917,5.799821559,4.483255279,87.00612012
UCHL1-AS1,0.013987344,0,0,0,0,0,0,0,0,0.079809936
UCHL3,5.944437653,3.681424152,8.960956919,4.510186391,4.340861931,4.908402542,3.355192785,6.92596413,5.380568647,3.517167317
UCHL5,5.183359857,10.68049033,8.002179877,1.461866449,3.562039478,14.67658727,8.832234806,13.31454152,9.169436372,6.288366353
UCK1,10.64203758,8.660168878,11.59218572,12.75893642,10.80165608,13.38819327,9.273588092,14.12718412,10.29002941,9.845125663
UCK2,11.7130963,6.292274124,9.808253206,4.980998847,7.022084465,16.88871509,12.91909797,14.46079974,11.12021234,10.68668745
UCKL1,14.091034,4.637286376,6.451761126,13.26935147,5.542719385,5.187783265,9.665610874,6.241713888,5.070421304,6.028988413
UCKL1-AS1,0.112768593,0.157780006,0.196836066,0.064602285,0.037523632,0.129796042,0.347007538,0.091573859,0.042631261,0.16378541
UCMA,0,0.013711064,0,0,0,0,0,0.024867992,0,0
UCN,0.464485387,0.042892346,0.846093527,2.048908181,0.355481166,0.603161222,0.428789417,0.285246813,1.207215423,0.159017533
UCN2,0.52360456,0.122797803,0,0.894385797,0.082966129,0.048566493,0.163039865,0.097440213,0.103685214,0.360411108
UCN3,0,0,0,0,0,0,0.035509124,0,0,0
UCP1,0.008419195,0.233238132,0.09947785,0,0,0.032798439,0.009715219,0,0.039387261,0.009607762
UCP2,32.79321357,49.21257344,83.20933421,39.07321676,18.0456432,44.83307424,36.06858156,57.05741359,62.2509192,21.09368962
UCP3,0.537928041,0.219060664,0.25167167,0.145763862,0.170100834,0.445801469,0.285306748,0.285394631,0.296986791,0.61768211
UEVLD,2.60014961,9.056079137,5.973054174,0.843871003,4.865898052,10.21193508,5.024718057,3.764256403,4.468907923,6.795320395
UFC1,163.0301834,48.74486876,57.85646426,37.53920707,38.58552921,54.13501272,58.08880384,191.4147061,61.59362796,48.52668721
UFD1,6.739158714,5.050897774,7.229378545,10.25304606,3.943858024,5.148618988,5.355634307,12.01158727,10.11590144,8.063580794
UFL1,9.060125675,17.39403219,9.524352154,1.163349121,11.41290777,14.47043768,16.20323791,7.026278744,7.662666251,16.37680895
UFM1,12.49987203,25.1271134,15.4372904,4.840544422,21.17607646,21.55456571,15.95074372,13.96796276,16.28178769,32.51990797
UFSP1,2.150343492,0.433660565,1.934774273,8.949901121,1.603761938,0.661978525,1.354765761,4.760622464,1.618832248,0.775662831
UFSP2,9.392091604,7.234323921,7.458790907,7.118727536,8.045718716,7.728938478,10.65912133,6.390009752,6.743346475,7.268242936
UGCG,10.65790153,12.474795,8.689956048,2.839145231,8.322870871,44.12508257,13.02488505,10.22514161,13.55068576,11.64204742
UGDH,12.79573989,16.97524234,13.10547514,5.487207609,12.58193557,16.15171066,13.82441728,9.39804748,45.22267773,21.23824276
UGDH-AS1,0.423986661,0.611758431,0.463132392,0.706486633,0.991976623,0.524763248,0.667627585,0.258896584,0.867791668,1.275126238
UGGT1,9.072485407,21.91067939,14.54814693,4.247437434,17.69091698,15.49682293,14.05847161,7.095285691,14.74487748,19.71145783
UGGT2,2.047830702,3.577360909,2.477368611,0.960849676,4.909671866,2.897875547,3.337579911,1.822397389,1.92879808,6.125287271
UGP2,18.32589727,44.59261958,22.74476425,6.790625515,101.2778655,30.0332499,27.70531716,32.76589355,27.10903996,36.84975267
UGT1A1,0,0,0,0,0,0,0.006359368,0,0,0
UGT1A10,0,0.039604431,0,0,0,0,0.089981941,0,0.012160105,0
UGT1A3,0,0,0,0,0,0,0,0,0,0
UGT1A4,0,0,0,0,0,0,0,0,0,0.278480347
UGT1A5,0,0,0,0,0,0,0,0,0,0.035939997
UGT1A6,0,0.028525894,0.021057425,0,0,0.030085286,0.098712622,0.003979839,0.051877636,0.089485735
UGT1A7,0,0.002727735,0,0.004295609,0,0,0,0,0.147403697,0.010112706
UGT1A8,0,0.004722257,0,0,0,0,0,0,0,0
UGT1A9,0,0,0,0,0,0,0,0,0.015889673,0
UGT2A1,0,0,0,0,0,0,0,0.006268034,0.005836037,0
UGT2A2,0,0,0,0,0,0,0,0,0,0
UGT2A3,0,0,0,0,0,0,0,0,0,0
UGT2B10,0,0,0.065902144,0,0,0,0,0,0.626239093,0
UGT2B11,0,0,118.8280599,0,0.183614499,0.004841611,0.097521018,0.024978471,11.86879011,0
UGT2B15,0.00561792,0,0.116163432,0,0.005608071,0,0.012965449,0.44223257,1.191457157,0.025644087
UGT2B17,0.06518897,0.09303323,0,0,0.00591588,0.023086816,0.170963523,0,0.554493748,0.067629026
UGT2B28,0,0,20.69459378,0,0.004734984,0,0.010946936,0.015888682,3.602247085,0
UGT2B4,0,0,0.014607937,0,0,0,0.034239412,0.033130679,0,0.016930352
UGT2B7,0.027244052,0,1.118619399,0.071313953,0.310037705,0.488216155,0.389830131,0.857841133,1.89483122,3.220943885
UGT3A1,0,0.001339596,0.00428511,0,0.004344355,0,0,0.002429648,0.002262195,0
UGT3A2,0.03198294,0.109698687,0.020244518,0.033221608,0.018243925,0.013349476,0.152897489,0.122438397,0.121124844,0.010428024
UGT8,3.308383412,4.576583181,0.077376366,0.04190207,0.998881124,4.1481614,1.40857643,1.768051232,0.077612211,9.487922032
UHMK1,13.28734145,35.58322756,15.46817362,2.28442209,16.32191426,32.44078267,20.82003689,12.34793419,10.49834799,33.62603389
UHRF1,8.839892683,2.017024027,2.572348329,0.866287805,1.444860385,3.655763683,3.939476729,2.692645238,5.495399468,2.880293274
UHRF1BP1,3.926959542,5.760098321,5.276994736,0.675668756,3.073061081,7.699893578,6.746303425,2.022439371,2.650220439,6.559687214
UHRF1BP1L,2.695819547,7.595400722,5.366492465,0.557339671,6.710090125,5.055327041,3.902997991,2.031642752,3.307434516,4.768523038
UHRF2,3.699235795,3.58675837,4.422554656,0.669505659,2.619982375,7.058062609,4.693977509,3.660047399,2.20993812,5.381276855
UIMC1,5.545351755,3.036495698,4.898780334,2.689314032,3.907351054,4.59124502,4.525746081,3.963025915,2.855514093,6.150366868
ULBP1,1.727628412,0.741606203,0.271941478,0.062666399,0.187711528,0.843192321,1.94836821,0.66269003,1.307342839,2.168229194
ULBP2,3.713645025,2.974325051,0.741198475,3.144739163,1.876338367,0.826440418,2.011043029,0.351488508,3.429154025,4.394101971
ULBP3,1.133711043,1.944264888,0.128802672,0.163054879,1.741113085,1.213343045,2.415195454,1.877936093,0.738258663,2.203658959
ULK1,9.228411293,4.056252699,6.829289098,6.848885952,6.544173744,3.669775815,8.274260565,4.649882981,8.555377661,4.612024014
ULK2,3.717794265,2.474687468,2.218192842,0.732868059,2.907353846,2.806050866,3.779270336,3.353197169,1.224655841,2.351794401
ULK3,18.33726481,5.498967088,10.59441227,7.38188659,6.604939229,6.778101427,6.099974595,5.927854472,14.70722121,10.37511007
ULK4,0.984110322,1.333776579,0.22935171,0.370021752,0.334309742,1.084170607,0.660634858,0.282018675,1.225381456,0.437686957
ULK4P1,0,0,0,0,0,0,0,0.012220252,0,0
ULK4P2,0.023625456,0.014544429,0,0.011452209,0.015722692,0.023009269,0.036349711,0,0.012280694,0.026960746
ULK4P3,0.008277648,0.01528779,0,0,0,0,0.009551883,0,0.012908356,0
UMAD1,1.983846011,4.868142269,2.35632727,1.316384442,4.074988166,5.607155991,2.98160576,3.142581212,4.84600558,4.02913119
UMOD,0,0,0.053328182,0,0,0,0,0,0.061936632,0.008240862
UMODL1,0.071032184,0.053099758,0.067442784,0.004918879,0.005064833,0.051061103,0.054644433,0.172787781,0.031648352,0.050180031
UMODL1-AS1,0.034494711,0.0583985,0.008491162,0.016720974,0.00573904,0.145578497,0.179121222,0.028886826,0.026895925,0.039364452
UMPS,3.886410946,2.495554668,6.286933853,2.571959974,2.45129609,7.742502223,6.649234499,5.690429107,6.154266038,4.188573704
UNC119,4.613423206,4.184847597,1.499602404,8.105175664,3.00472969,4.081659503,5.12694133,9.59620786,1.560881517,3.730772105
UNC119B,2.651321928,5.012624939,6.463460822,3.042449544,4.602705336,7.38191836,6.35951658,3.02784912,6.321881591,9.920459527
UNC13A,0.160311683,0.13080061,0.128116556,0.006387084,0.018633704,0.099452999,0.136841583,0.13792751,0.219172599,0.100242988
UNC13B,7.208761414,7.388120945,7.573682504,1.761122625,7.782995477,5.958693507,6.27896753,5.991777172,5.142115633,11.51956677
UNC13C,0.005488086,0.016048373,0.004052815,0.010641184,0,0.002672474,0.009499357,0.004595875,0.00285275,0.006262859
UNC13D,6.899123922,6.690558585,1.723682817,3.544400986,19.05701919,2.069106757,6.02812264,5.629921482,2.278011766,3.531569073
UNC45A,18.17108586,4.290092662,8.42787545,12.44487451,10.01598805,5.186518832,8.838920826,8.864308069,13.62165017,12.09262096
UNC45B,0.017339479,0.020014918,0.01920716,0.006303857,0.006490905,0.018998145,0.025010828,0.04356168,0.020279689,0.022260775
UNC50,15.14597282,13.44098016,10.61426432,7.200054982,14.60699071,17.26677474,13.69410149,11.01962045,14.91679768,18.63844738
UNC5A,0.322132772,0.049578274,1.77789253,0.230116833,0.0507739,0.030272296,0.107603405,0.075722921,0.374552719,0.045145014
UNC5B,14.75768049,16.2530077,17.99089858,14.46165867,7.488040644,4.557863466,10.5888923,6.349509674,10.89786768,18.25784406
UNC5B-AS1,1.601719056,0.048231139,0.257136876,1.974801379,0.156415211,0,0.56252077,0.437388227,0.352944028,0.635770239
UNC5C,0.572532034,1.77119095,0.250107425,1.980118507,0.910765442,0.538526725,0.824170581,2.365435921,0.233534327,1.034593715
UNC5CL,0.993030062,0.282711986,0.17970883,0.216898114,0.070526501,0.233181628,1.576170284,0.269527477,0.78957894,0.595724164
UNC5D,0.011380236,0.004203577,0,0,0.002272057,0,0.003939622,0.024778323,0.00177466,0.011688141
UNC79,0.059021159,0.095379168,0.079907036,0.025748936,0.115871452,0.04311135,0.063566241,0.019770381,0.033747619,0.089804515
UNC80,0.014061428,0.704133383,0.010384014,0.003717894,0.011484635,0.0043574,0.016225999,0.171278971,0.001993429,0.05105714
UNC93A,0.013681581,0.008422728,0.080828057,0.119376228,0.122918363,0,0.04210048,0.007638223,0,0.026021765
UNC93B1,17.18661388,19.28583973,12.80461197,36.97509882,21.03868346,12.74467082,7.5421859,12.95735913,13.31404137,11.68698191
UNCX,0,0,0,0,0,0,0,0,0,0
UNG,20.29260115,17.74710494,48.59690624,5.738814665,10.60238939,20.50119617,17.31329145,29.89136475,18.71616566,15.6170043
UNK,8.451717776,6.491631523,4.418533994,5.557768194,3.987030734,2.808269963,5.095479625,2.980474525,2.778501033,7.530965761
UNKL,2.721615369,0.978299201,1.702970797,0.558920967,1.221514066,1.233335519,1.332421346,1.02335071,1.086010608,2.365458297
UNQ6494,0.091176761,0.042098043,0.239401839,0.081027911,0.015169486,0.06413242,0.111057341,0.373285953,0.339659747,0.0635852
UPB1,0.063419726,0.021752412,0.010704889,0.018445255,0.012661709,0.022941525,0.025091093,0.012139299,0.076292887,0.01654238
UPF1,19.42796546,21.22886834,15.67248661,9.988505925,16.10920053,13.42776273,14.05500661,12.87993387,15.30221351,12.22866398
UPF2,8.834620587,12.04776711,11.32145017,1.509329752,6.757381932,18.30853711,14.39845061,10.73363744,8.073094729,11.91078835
UPF3A,7.128989634,2.27644512,4.047255132,1.981630913,3.836050824,2.124662051,3.959402629,2.493011858,2.520721019,5.256504718
UPF3B,5.373881208,4.266356408,7.735837446,2.149956492,3.602198561,9.089152271,8.137215215,5.978595333,4.823328821,9.950794884
UPK1A,0.261315534,0.049925937,0.226246568,0.065519042,0.017990167,0.008775863,0.041591946,0,0.463708589,0.010282979
UPK1A-AS1,0.015482846,0,0.022867393,0.045030949,0,0.030158061,0.017866226,0,0.120721542,0
UPK1B,0.016295935,0.040128761,0.008022761,0.03159718,0.005422455,0.037032129,0.476380123,0.009097778,0.03388301,0.00619883
UPK2,0.489683509,0.493300759,3.155948291,0.307501123,0.377728434,0.270972633,0.488009656,0.447354035,0.6247831,0.139703468
UPK3A,0.292789314,0.097334201,0.103784456,0.204374526,0.023382081,0.159685642,0.364889187,0.451149379,0.036526594,0.147014306
UPK3B,0.356309185,0.11537396,0.095681985,0.201877469,0.041573517,0.027040216,0.064076614,0,0.173185491,0.216506954
UPK3BL1,0.210956664,0.127047001,0,0,0.009155949,0.107193704,0.021167883,0.629834701,0.629335253,0.669880118
UPK3BL2,0.210956664,0.127047001,0,0,0.009155949,0.107193704,0.021167883,0.629834701,0.629335253,0.669880118
UPP1,6.459665353,1.452782591,1.533169494,30.75465257,2.775846935,3.514893358,3.522207151,5.350948513,4.613108532,6.659604701
UPP2,0.041626184,0.226791284,0.036887881,0.012106731,0.004155321,0.109459381,0.105674768,0.027887136,0.051930268,0.061753511
UPRT,3.34626782,5.206447546,5.502137505,1.450992819,4.701788941,5.300105761,4.836782575,4.320146741,4.966847484,6.205342584
UQCC1,4.212455093,2.907818979,7.023074623,3.866589543,3.074538567,3.680132788,3.114247529,5.185808622,4.335936162,4.129875869
UQCC2,10.38732563,4.273638201,8.374469314,15.3574119,3.126195253,4.174904078,8.069635775,9.215232344,11.76899873,4.825973552
UQCC3,18.483826,3.403305524,9.878227276,25.4090604,3.24347399,2.929469542,3.346564613,14.52890118,10.3017562,3.743012773
UQCR10,68.03329369,42.72627549,171.3914595,217.202626,40.2518814,39.01269981,40.41120368,86.58537345,136.7451912,64.10988902
UQCR11,19.08417353,9.723062687,27.76378935,92.94416143,16.40589446,19.16603668,14.69229197,29.0592252,45.43019346,13.98777655
UQCRB,24.47835597,12.43467429,32.42008995,34.50249066,11.21728459,16.2992524,13.97411029,34.51276901,24.99957368,18.60101382
UQCRC1,56.97603681,26.32623765,60.18473729,119.5127093,27.12239431,39.59762275,34.37230497,49.78697197,94.52631064,29.13486866
UQCRC2,34.8574158,33.17780915,57.21496588,17.71795645,23.59714321,28.31627761,34.51674675,28.43975888,31.82932106,25.99298089
UQCRFS1,60.94215355,10.91835464,32.58198745,19.1411986,11.14518517,24.07915062,14.70639733,21.58850113,10.64962021,14.56798894
UQCRH,87.97165187,76.21509863,88.32847101,118.7768838,33.75512332,97.94601427,55.76546462,120.9846694,96.02815661,66.62134399
UQCRHL,1.067144523,1.094935343,1.934707292,1.207005014,0.445273128,1.198782928,1.042469685,1.44687223,2.342108675,0.66366721
UQCRQ,36.4248683,14.45518678,106.8791172,168.7834614,34.0487979,27.92545286,34.31262056,57.82722033,138.0142472,21.98590234
URAD,0.03966336,0,0.019526936,0.019226426,0,0,0.122050693,0,0,0
URAHP,0.56284116,0.199156127,0.0310762,0.022948464,0.141776351,0.081968063,0.412755625,0.096910776,0.114840236,0.522243478
URB1,3.091982886,3.597085131,9.325341068,1.621149527,4.100764369,10.03919252,5.671049638,2.11893689,4.10155153,3.917002853
URB1-AS1,4.399196433,1.572977425,3.95969129,9.477632956,2.631933227,4.529697227,6.956540708,2.43119781,11.59536951,2.315736672
URB2,2.678782661,5.178459173,3.698927459,0.796408465,2.12125079,12.34740423,6.303002582,5.647723552,2.984282393,3.813002476
URGCP,5.406153128,2.880086815,4.64357015,4.860150647,4.204040003,5.300365898,4.758131867,4.312681436,5.302450916,3.388752302
URGCP-MRPS24,0,0,0.114336963,0.067546424,0.061822811,0.075395153,0.017866226,0,0.024144308,0.035337229
URI1,103.705341,19.45817745,19.30074031,5.170248475,10.76946945,17.43884886,17.10608887,17.15433621,7.007205473,19.50018849
URM1,10.67884555,8.51583273,17.71375124,21.19969776,8.810066052,13.17845723,9.807281766,15.26767248,14.31116929,12.3615999
UROC1,0.011092397,0.013657521,0.049148752,0.010753861,0.018454917,0.01080309,0.012799924,0.01238544,0.040361393,0.01265835
UROD,18.27281997,14.8452061,12.0842925,45.85131599,13.67742007,16.48944881,13.03629312,17.66643337,21.63036952,17.6741134
UROS,25.04204125,6.342843657,8.762758692,9.762303706,3.64937692,4.403176796,9.035770374,7.277359653,6.145895011,4.465800224
USB1,6.917685114,8.14287703,4.836889307,4.90105898,5.994232083,8.543050754,12.90100381,9.904949672,5.557529035,11.03839491
USE1,10.33417888,5.026308937,3.694245621,21.40465862,4.518647344,3.811843701,4.680017776,11.2872551,8.353771819,3.241511242
USF1,68.8579702,14.72386268,19.29245365,44.34338851,14.01781304,22.53876122,32.11021951,54.45121434,27.24730687,30.2277399
USF2,26.77525637,10.36570799,16.24487658,30.64148296,20.6070056,10.72658957,18.60070006,27.5928848,23.67556173,28.17535711
USF3,2.730922526,5.208322831,2.156988698,0.225408778,2.471230533,4.063715314,3.047922448,1.449602263,1.578835311,4.25854385
USH1C,0.102908518,0.062580492,0.081556015,0,0.005011127,0.0024445,0.034756075,0.432994128,0.11742287,1.337630149
USH1G,0.003459489,0.022362367,0.020437973,0.035216025,0,0.013477042,0.051896415,0.005794144,0.005394808,0
USH2A,0.00180077,0.007760197,0.000886549,0.001745811,0.023968173,0.007015213,0.008311899,0.007037402,0.000936054,0.019179916
USHBP1,0.792048559,0.259177518,0.446146144,1.144895564,0.325286546,0.210800476,0.419933984,0.462107353,0.45993158,0.233430568
USO1,17.32040495,27.33354005,22.35200406,4.162835438,26.27250519,64.05963613,23.54685217,16.5625486,21.96850527,41.19667819
USP1,19.8015906,15.66989301,10.16231112,2.851035825,9.070626796,31.4782456,19.41132107,10.11676336,8.154268681,35.64851292
USP10,17.38690429,15.30213762,13.55868128,3.972255937,13.04632511,18.93336484,25.83650263,18.93646931,11.83857242,15.20995557
USP11,13.72453381,9.685985523,6.514147207,56.05705765,9.98094032,7.467082124,22.13170659,10.68143723,11.2020839,10.93279489
USP12,5.634355268,6.789251499,6.669927627,1.402352168,10.64346044,9.380274503,8.002710674,3.750088359,4.515101873,11.49140174
USP13,31.64427771,3.092111246,1.380700112,1.442164162,1.952280514,5.384580666,5.195102591,3.253546531,2.094590277,5.032791863
USP14,8.789107775,20.30093225,13.5549745,3.381439174,10.27600298,36.13168188,26.54969785,16.02897203,12.58702042,21.51442321
USP15,2.188185921,3.244051184,4.797206367,0.617616001,2.828517791,3.859713085,2.61719321,2.123345876,2.704540541,4.320735168
USP16,7.680609298,8.811311183,8.748163216,1.571812631,8.046940848,21.49977391,10.72133568,5.195527911,7.497202126,15.02590942
USP17L1,0.006444431,0.029755161,0,0,0.006433133,0,0.059491725,0,0,0
USP17L1,0,0,0,0,0,0.007525317,0,0,0,0
USP17L10,0,0,0,0,0,0,0,0,0,0
USP17L11,0,0,0,0,0,0,0,0,0,0
USP17L12,0,0,0,0,0,0,0,0,0,0
USP17L13,0,0,0,0,0,0,0,0,0,0
USP17L15,0,0,0,0,0,0,0,0,0,0
USP17L17,0,0,0,0,0,0,0,0,0,0
USP17L18,0,0,0,0,0,0,0,0,0,0
USP17L19,0,0,0,0,0,0,0,0,0,0
USP17L2,0.006444431,0.029755161,0,0,0.006433133,0,0.059491725,0,0,0
USP17L20,0,0,0,0,0,0,0,0,0,0
USP17L21,0,0,0,0,0,0,0,0,0,0
USP17L22,0,0,0,0,0,0,0,0,0,0
USP17L24,0,0,0,0,0,0,0,0,0,0
USP17L25,0,0,0,0,0,0,0,0,0,0
USP17L26,0,0,0,0,0,0,0,0,0,0
USP17L27,0,0,0,0,0,0,0,0,0,0
USP17L28,0,0,0,0,0,0,0,0,0,0
USP17L29,0,0,0,0,0,0,0,0,0,0
USP17L3,0,0,0,0,0,0,0,0,0,0
USP17L30,0,0,0,0,0,0,0,0,0,0
USP17L4,0.006069459,0.028023845,0.017928577,0,0,0,0.03501886,0,0,0
USP17L4,0,0,0,0,0,0,0,0,0,0
USP17L5,0,0,0,0,0,0,0,0,0,0
USP17L6P,0,0,0,0,0,0,0,0,0,0
USP17L7,0.006069459,0.028023845,0.017928577,0,0,0,0.03501886,0,0,0
USP17L8,0,0,0,0,0,0,0,0,0,0
USP17L8,0,0,0,0,0,0,0,0,0,0
USP17L9P,0,0,0,0,0,0,0,0,0,0
USP18,17.44285529,2.135551273,6.096861472,0.807130585,1.269705228,2.911088652,4.950262046,13.07234049,4.733316461,7.442229663
USP19,15.63575655,9.823439905,8.666306881,10.26013791,10.565649,13.69260696,8.376956056,5.608038039,11.44783996,11.46567002
USP2,2.430308731,0.573583519,0.09213977,1.337160194,0.322209513,0.935145784,1.364652085,1.06757554,0.131123068,0.950262331
USP20,6.819925946,4.665173839,4.435408513,6.299459474,4.947406598,4.210179493,4.743982901,5.238840399,3.407141953,5.332650989
USP21,37.98284825,8.177578436,5.544674429,5.188279555,4.557132876,8.586394195,9.928215121,14.0431214,7.776821459,9.049649479
USP22,25.22702143,21.40396101,38.1829867,15.69650696,23.83458718,28.64365731,38.39450072,15.88561318,22.54703549,28.21895517
USP24,5.268168024,11.77810336,3.731254173,1.693968302,10.99117893,18.49062257,7.707190381,5.495488444,3.764185952,14.16412318
USP25,5.286690379,6.068995538,6.5370255,1.14633784,8.56167504,14.93306869,8.390012032,4.250659148,4.384631725,18.43845184
USP26,0,0.043875403,0.004385905,0,0.002964363,0.008676354,0.010280084,0,0,0
USP27X,2.275588071,1.879939735,0.895785122,0.758929736,1.722472553,2.408555464,3.103318368,3.393929932,1.54701567,2.457341219
USP27X-AS1,0.843227839,0.773442669,0.183885378,0.205744853,0.485842025,0.611792667,1.155883197,0.350701567,0.573635467,1.181847547
USP28,5.070760733,8.623731509,2.953108438,1.261342945,4.857763352,14.85115763,7.530243949,4.859202966,3.030746089,4.035404711
USP29,0.003160982,0,0,0,0.00315544,0,0,0,0,0
USP3,4.786251499,6.099010936,7.401551175,1.655339774,3.27439337,5.722165807,4.105227895,3.377511439,7.152284916,3.685319389
USP30,2.37308162,3.734223501,3.589891181,1.233988314,2.687170336,2.187457846,3.280531305,2.794242125,3.353002635,2.141859327
