,TCGA-AC-A6IW,TCGA-AO-A128,TCGA-B6-A3ZX,TCGA-C8-A12V,TCGA-E2-A1LH,TCGA-EW-A1OV,TCGA-EW-A1PB,TCGA-EW-A6SB,TCGA-LL-A5YO,TCGA-S3-AA10
RNASEH2C,9.870947451,5.469611579,13.67146564,8.680991548,8.0625092,11.76842366,5.941742473,14.34239597,9.693316565,5.333315179
RNASEK,6.568869405,5.381346665,4.325935415,4.731027349,3.706328033,3.145962082,4.664728784,4.367655541,5.340722879,4.281035678
RNASEK-C17orf49,0.489586881,0.217646119,0.194930328,0.270393915,0.268030005,0.13824923,0.155296513,0.444267693,0.190311603,0.167388406
RNASEL,1.163730867,3.137098963,3.057787476,4.380254078,1.08756215,1.893687171,1.695697208,0.842628934,2.614282189,1.160621675
RNASET2,17.91669083,10.09250492,11.04547012,10.43546098,10.47476218,12.2622708,15.01723582,17.88904349,16.18903411,6.502753771
RND1,1.065092508,0.49995531,0.591042801,1.149954373,0.772633386,1.618707106,0.702487461,2.837707924,8.344036014,1.419722672
RND2,0.062099178,0.054758398,1.940880617,0.302352948,0.338495589,0.095564423,1.524661782,0.476906519,0.188484746,0.355628263
RND3,16.99035924,34.31087506,7.36910073,23.29630044,34.13090867,9.082674388,47.47862282,14.76947797,10.69280695,20.74313317
RNF10,28.50022856,34.50732195,20.18063346,35.17340543,24.88087535,42.41596778,34.66347831,27.408641,35.10413578,20.5620505
RNF103,2.877652473,3.011301174,5.615515174,4.218071992,4.28607122,7.738081768,6.012231248,4.17374268,9.936844863,2.428527894
RNF103-CHMP3,0.037863602,0.026431948,0.098810036,0.013471952,0.020424031,0.048842542,0.050293132,0.057550845,0.088046928,0.081313679
RNF11,24.38956907,28.14753569,19.58271226,30.02228888,16.78421625,46.99641322,39.36908379,27.11518565,40.64984512,13.6098315
RNF111,2.672686032,5.259342988,3.830612329,4.364912549,1.637247331,3.983506891,4.469538971,2.04372419,3.16600371,3.400991913
RNF112,0.206474309,0.311841982,0.673244832,0.110889071,0.159706751,0.120608447,0.120050753,0.236853559,0.253653266,0.278875639
RNF113A,14.88971475,15.65990366,16.12319801,15.29475824,8.893827755,15.21017418,15.47567632,21.28909115,15.37545342,11.45666471
RNF113B,0.041358281,0,0.035976619,0,0,0,0.010987003,0,0,0
RNF114,29.75145638,51.84779967,19.43762188,27.16559639,37.36112437,22.51543386,54.79968871,24.0673023,28.03883598,27.45886579
RNF115,9.168270445,5.946549144,6.389181688,6.402225345,7.292733186,9.332818497,6.494449972,6.980394676,6.146286401,7.128531134
RNF121,5.428451186,5.984513182,8.39173387,6.982187698,2.728076828,8.239026247,9.08273666,8.341919944,5.861748276,8.02314346
RNF122,6.123505298,5.430237162,8.718821969,11.33820565,5.718772445,5.711439828,7.122024465,4.182942057,5.511577415,7.861940192
RNF123,4.559281874,4.668045783,3.852067788,2.807292576,1.654642282,2.890610113,1.824390455,2.961391465,2.714827492,3.487705941
RNF125,1.912852266,1.815031681,2.436651239,2.436148372,1.400907141,2.752323797,2.237053671,1.67468714,2.159484838,1.505458801
RNF126,36.58551635,8.693169862,11.1676256,9.330687273,13.74179172,7.062455601,9.366658559,13.80617772,16.26927402,12.53257549
RNF126P1,0.021556437,0.020064252,0,0.03067931,0.023255545,0.166841685,0.125984296,1.092158079,0.100253434,0.169742306
RNF128,0.737893431,0.119613807,5.163860855,0.418890573,0.357777608,0.121209771,0.013215136,0.4200608,0.277624893,1.917019745
RNF13,19.95728769,21.57401059,11.01295616,23.04467688,16.22270958,20.35024866,21.30676921,13.69070479,14.147235,13.05077842
RNF130,12.65605973,10.45181321,8.165699297,7.992268805,7.474421242,9.194900022,16.72755464,13.6946504,13.47702638,6.978736064
RNF133,0.009845847,0.027492884,0.011419568,0.014012695,0,0.016934335,0.073236546,0.019953615,0.018316198,0
RNF135,13.39666344,7.361002234,3.890244963,9.863997905,5.573535529,5.5570398,10.22795416,3.551771291,8.775479878,3.61295075
RNF138,9.289887246,9.236534588,7.622328557,8.937016269,5.338664132,6.660771413,9.369646329,10.89498912,6.304633316,9.065446771
RNF139,16.91988716,15.95464697,20.89550472,20.08335781,14.82566802,18.03538014,13.8414747,10.30511823,24.84948439,21.28191307
RNF139-AS1,0.389338505,0.545488712,0.558519353,0.501615328,0.51287469,0.363016235,0.130647693,0.477573373,0.392638825,0.489937463
RNF14,7.691329917,9.899276053,10.98540935,9.419723046,10.40889633,11.43279829,10.40715676,8.134749033,17.42877899,8.61407313
RNF141,3.081964089,5.005697215,7.824390219,3.534397698,4.109986284,9.788045503,4.616631711,6.327030969,4.860163385,2.964195556
RNF144A,3.527689487,1.198833606,6.227810495,6.484600306,2.816963903,4.574206341,1.424694963,2.031181187,2.633197552,7.851204433
RNF144A-AS1,0.29385023,0.062679202,0.237862628,0.230886887,0.488726676,0.242174103,0.022768246,0.607924136,0.136662168,0.780055002
RNF144B,7.939766963,6.799047888,29.51735501,6.792488067,4.05738474,15.43863216,8.477830219,4.880712001,11.33346178,11.27679317
RNF145,10.93099185,61.72901363,17.55987544,27.80526867,4.816831119,8.305201158,16.23870411,15.11012775,29.62182595,12.05192443
RNF146,7.888255011,8.614358768,11.07768103,9.748989043,6.869268878,11.96301171,8.558887549,9.287702344,10.20801723,5.754206095
RNF148,0.043641867,0.071086535,0.025308706,0.031055743,0,0.018765425,0.510120464,0.044222352,0.101483537,0.015620458
RNF149,19.39330499,15.33446521,15.11252099,15.99434973,10.69581929,10.77777963,22.6334071,14.74440508,13.00906465,8.482903311
RNF150,1.421820068,14.95680855,3.409094366,6.182855026,0.264944606,0.722520848,1.726489622,3.277010048,0.353469179,0.479294163
RNF151,0.058189156,0.013540292,0.118107293,0,0.125551406,0,0,0.206370975,0.08118683,0.06248183
RNF152,0.75605676,0.291452503,9.870966472,1.315990023,2.350227377,1.51902512,0.152148078,1.429173902,2.125915925,0.92726045
RNF157,0.138588938,1.152472916,1.383213858,0.895370263,0.326567221,1.072645335,0.486368496,0.225430835,0.563125669,0.31590083
RNF157-AS1,0.043622751,0.063804847,0.245748307,0.478935871,0.067230221,0.07502882,0.006622039,0,0.081151268,0.098142726
RNF165,0.4809281,1.084302447,0.427741282,0.248250127,0.051077069,0.195006599,0.595774762,0.941824944,0.152974501,0.07670289
RNF166,8.379635741,7.597657169,14.69116792,9.557365982,4.995125833,5.68036323,7.693242242,7.670857028,12.31789342,5.887284336
RNF167,52.00930429,38.12017683,47.59150819,36.38651088,47.22062044,56.78778586,37.56939871,36.50355293,43.21127585,44.69468317
RNF168,4.810709841,6.119690537,7.471402518,5.831765524,2.106960162,5.944768612,4.738724835,4.200651991,4.860763445,5.367501221
RNF169,1.802275775,2.936926302,3.630154166,2.787609208,0.733784815,2.380385603,1.553747273,0.799789749,0.78490634,2.957851348
RNF17,0.002525248,0,0.005857748,0.007187911,0.010897167,0.004343293,0.010733486,0.092118126,0.061070249,0.007230769
RNF170,3.454014118,7.995745078,3.074061001,4.129926547,1.997480362,1.47103574,4.783866132,2.395208186,4.288032243,4.268927877
RNF175,2.709334818,0.355946221,0.563824921,0.594996906,0.216769221,0.17836985,0.520008075,0.472887034,0.50039937,0.538226172
RNF180,0.738329796,0.48982768,0.8806349,0.331634642,0.536666412,0.297207859,0.047296276,0.360810119,0.501673052,0.502292284
RNF181,39.97623631,58.59221947,36.89793525,54.3219926,55.98486413,56.38154899,89.46950361,64.21244955,89.35835056,26.57997546
RNF182,0.201755604,0,0.375212389,0.143570168,0.202647337,0.047863303,0.088712659,0.014099253,0.207076041,0.074703215
RNF183,0.015608611,0.127121287,0.276077301,0.061089355,0.058936158,0.020134487,0.012439481,0.656373226,0.108887437,0.067040296
RNF185,7.553195529,10.5532026,10.79021647,14.97331874,8.780840237,12.29539804,9.863835775,6.884112858,10.77257608,7.646528927
RNF186,0.056908995,0,0.105608167,0.17818543,0.04911571,0,0,0.115331893,0.169388201,0
RNF187,64.57481797,68.85648018,57.55604893,56.14677883,57.79693045,54.05772162,74.84502694,71.93761009,71.82723624,33.52681813
RNF19A,21.71366496,38.89313697,36.62252119,24.10453422,8.200837678,10.07283572,16.59268793,26.53548724,16.55658357,14.65469031
RNF19B,27.87668562,33.27852151,23.30410093,31.90859778,8.926921432,16.92281813,63.09641107,40.02370201,24.37794755,42.135113
RNF2,5.732117603,7.22431284,6.498415602,6.895274632,4.062326249,9.053882011,4.038426157,8.834655211,6.335682247,4.415883796
RNF20,12.25713537,13.65147055,20.9552847,13.60529996,6.618169276,15.47236848,6.963222382,9.895594372,12.57375403,12.17631639
RNF207,2.147590757,4.253255695,1.917004732,2.690554485,1.68287503,0.535109549,1.744839458,1.27416784,0.562698087,1.490948361
RNF208,0.952607082,4.4218121,3.027625428,1.848761873,1.681679202,7.319755767,1.248887808,2.080988507,4.718013759,2.692260569
RNF212,0.042656152,0.03440961,0.290248309,0.145700659,0.337468026,0.112495026,0.02719629,0.01728941,2.936064978,1.111484695
RNF212B,0.055278285,0.360162573,0.05609953,0.088506605,0.208723877,0.083191256,0.066082098,0.028006773,0.244230803,0.009892704
RNF213,12.68401294,31.36647185,17.31045656,31.64609978,6.309228413,11.45821428,12.43474266,4.704911498,12.52476637,26.53398412
RNF213-AS1,0.153595704,0.186184971,0.600724334,0.132175986,0.084777933,0.104441861,0.037956604,0.057912073,0.126254387,0.132964096
RNF214,2.296804576,3.525888463,4.389834687,3.701607284,2.191668506,2.921057236,2.509373435,4.63504141,2.79834277,4.024722061
RNF215,0.93473452,0.99841559,1.119862577,1.095895895,1.855014932,2.125933264,1.13129724,1.050297502,1.068740857,0.778411627
RNF216,12.41966539,15.52450068,14.6906622,15.11383832,4.895293646,9.660861292,12.39371963,6.138217966,8.35797046,7.7316406
RNF216-IT1,0.08443471,0.078589947,0.146895632,0.060084108,0.364359867,0,0,0,0.078536814,0
RNF216P1,3.379939828,3.492053713,3.635671342,3.472719671,2.540467759,3.033228257,2.417252235,2.365245722,2.978127405,3.07569361
RNF217,0.857264375,0.601032592,1.229299224,1.060031485,0.600542272,7.9256437,1.578180309,0.791953488,1.313093254,1.090261244
RNF217-AS1,0.08207421,0.014690932,0.073225099,0.125794018,0.020433094,0.586370598,0.12075708,0.076768511,0.070468799,0.049713744
RNF220,11.59094107,6.959542593,8.677351098,8.992296612,7.006480001,7.712114927,10.80445072,13.01010904,8.341433406,10.30123946
RNF222,0.088051376,0.030194411,0.145125229,0.019786656,0.109990393,0.015941442,0.009848935,0.018783696,0.129317133,0.026539514
RNF223,0.583451836,0.563951045,0.208217994,0,1.67850744,0.090058253,0.659728492,0.227389379,0.514866214,1.767033465
RNF224,0.158256381,0.95009476,0.082598156,0.011261593,0.034146072,0.408288884,0.075674661,0.016036136,0.515206744,0.056643706
RNF225,0.100596707,0.160514012,0.400030934,0.102264365,0.031007393,0.123586433,0,0.029124215,0,0.102874125
RNF227,1.676441317,1.42948867,2.714326148,1.737402419,0.995326271,1.083690289,0.896685384,0.969079767,1.370962731,1.75581602
RNF24,4.035506751,11.05260806,11.3042779,11.51842435,14.33982731,4.477252165,15.67607419,3.297667916,6.447597973,8.394142185
RNF25,8.200725748,9.827769262,9.078188017,12.27278037,16.0159924,13.09356496,7.230403098,6.913459374,11.86054654,7.15504372
RNF26,18.82672872,13.23290305,21.35633392,15.06093211,16.32343968,11.56337991,12.98085775,19.95651435,10.28477205,17.63565913
RNF31,5.046075537,7.389379519,4.537685299,6.405337345,2.895973468,5.486374361,3.416900468,2.847415267,5.641881705,8.070766228
RNF32,0.198550027,1.599631751,0.796561254,0.453977978,0.821685265,0.660597901,0.971903563,1.609527679,0.381472228,0.396104213
RNF34,7.624647548,8.631837454,8.399250904,10.84717407,5.099957174,13.47178545,7.329995428,8.670054907,8.597958804,6.798325017
RNF38,4.04936516,13.92847399,11.65681539,8.725459553,4.551085055,8.774636751,5.736411072,6.679779737,8.990469202,6.318462362
RNF39,4.114680247,3.541713308,4.70503292,1.358456464,1.182806933,0.854124551,1.788680038,3.711951231,5.494942501,0.17543629
RNF4,5.137073954,13.3298387,13.01262936,11.52512363,7.410425642,13.26502315,14.56496306,5.845915081,12.33787427,6.895226642
RNF40,9.047160402,10.31092752,16.2988995,11.3177163,3.397740939,13.82000599,9.386535038,7.443619045,8.411144731,9.670861635
RNF41,6.877482891,9.225320034,6.840822707,6.848568043,3.460903155,12.0797089,5.303019581,7.670267793,6.202738365,8.992680935
RNF43,0.191465971,0.227617639,2.082173004,2.069351112,1.284338187,7.473084708,1.990232936,1.037295508,1.400048216,1.704434397
RNF44,11.87196029,16.9437287,21.22134067,14.83566854,12.49044613,16.38978821,28.630933,8.935165223,19.51817448,12.08109371
RNF5,40.53195789,39.60356235,39.57224514,39.12158886,32.33902596,63.91726658,26.95080025,65.44938081,49.85574314,31.17609952
RNF6,6.237698706,12.40848693,7.113296223,9.784581881,5.580122864,8.933365485,8.404769292,8.510749962,13.648699,7.524348383
RNF7,30.97263436,21.66250596,18.26309005,23.33031348,29.17562136,27.48708361,42.05401452,26.87229446,29.6543731,17.56646777
RNF8,5.684407931,3.041221765,3.912621951,4.66866768,2.861970555,3.516997338,3.31103976,6.542782686,3.771785756,4.786345773
RNFT1,4.951702008,3.085609172,6.316022392,4.235531866,3.142885239,2.562918652,2.241697631,1.798349614,2.398295731,4.272771893
RNFT1-DT,0.166439502,0.105344362,0.447858685,0.09475126,0.402211009,0.103056165,0.191010351,0.053969066,0.099080604,0.219227311
RNFT2,0.346524631,0.27966851,0.755492366,2.503340858,0.686158659,1.780467657,0.470766047,0.497809929,0.465119059,0.854075667
RNGTT,2.876705683,5.147729439,8.213714898,4.695507024,3.54055731,5.286261353,2.469456225,3.829929122,4.883133473,4.897528199
RNH1,31.3640024,18.64065291,30.99975275,14.91304014,17.95880569,19.58870105,39.97874337,34.07639846,31.11853525,20.80275514
RNLS,1.284178302,2.016832243,1.19574464,1.271635151,0.796116581,0.864822225,0.442050163,1.51752491,2.456247357,1.693538793
RNMT,12.83549686,7.03846588,7.593612128,8.967041055,3.763521177,5.586559915,7.73444698,7.3920112,8.267591375,6.488230667
RNPC3,1.980668369,1.745212969,3.289682086,3.043001506,1.488598682,1.32916156,1.219664486,1.310017135,1.225640928,1.524640368
RNPEP,30.39290365,42.33459036,24.92503752,32.4648648,30.62672993,22.97194353,36.8501351,38.06549191,58.98947762,14.17462909
RNPEPL1,15.15045364,11.72669868,13.34846366,14.18452961,18.21998706,13.31096055,13.71666801,11.85318446,14.77539673,16.8181909
RNPS1,17.31904759,12.08049369,12.74801446,14.5315256,24.96348026,21.92102477,13.93255372,26.23592268,17.34134409,18.88803451
RNU105B,0,0,0,0,0,0,0,0,0,0
RNU105C,0,0,0,0,0,0,0,0,0,0
RNU11,0.318520492,0.296471777,0.123143851,0.151107047,0.458168937,0,0.225643516,0,0,0.152008035
RNU1-1,0,0,0,0,0,0,0,0.175810813,0,0
RNU1-153P,0,1.360521167,1.921381455,1.386872899,0,0.838017594,0.31064621,0,0.362560362,0.279028448
RNU1-154P,0,0,0,0,0,0,0,0,0,0
RNU1-155P,0.316161081,0.29427569,0,0,0.227387546,0,0,0.21357758,0,0.150882049
RNU12,0,0,0,0,0,0,0,0,0,0
RNU1-2,0,0,0,0.123465514,0,0,0,0,0.161383576,0
RNU1-3,0,0,0,0,0,0,0,0,0,0
RNU1-4,0,0,0,0,0,0,0,0,0,0
RNU2-1,0,0,0,0,0,0,0,0,0,0
RNU4-1,0,0,0.351090979,2.010473904,0.435422961,0,1.822751523,1.226935034,1.313959895,0.144461537
RNU4-2,1.311732143,0.375671093,1.053272938,6.749448108,1.306268883,0.694187624,7.29100609,2.044891723,11.45022194,0.144461537
RNU4ATAC,0.560127899,0.208541827,0,1.116050475,0.241711171,0.192678061,0.11904028,0.908125143,0.416801676,0.641545722
RNU5A-1,0.73589217,0,0,0.349109385,0,0,0.390985747,0.497120229,0.228162987,0
RNU5B-1,0,0.342476018,0,0.349109385,0.264632058,0,0.390985747,0,0,0
RNU5D-1,0.367946085,0.342476018,0.14225238,0,0,0.210949257,0,0,0,0
RNU5E-1,0,1.876007521,0,0.337472405,0,0,0,0.240274777,0.220557554,0.678969222
RNU5F-1,0.364801247,0.113182958,0.282073094,0.346125544,0,0.836585086,0,1.232178346,0,0.174094672
RNU6-1,0,0.247521608,0.154217533,0.378473726,0,0,0,0,0,0
RNU6-2,0.531859762,0,0.154217533,0.567710589,0.28689083,0.228692652,0.423872399,0,0,0.571095608
RNU6-7,0,0,0,0,0.28689083,0,0,0,0.494708532,0
RNU6-8,3.05819363,0.866325628,1.850610396,1.513894903,5.164034931,0.686077956,0.989035598,2.694670401,1.484125596,0.380730405
RNU6-9,0.13296494,0.123760804,0,0,0,0.228692652,0.423872399,0,0,0
RNU6ATAC,0.225829343,0.210196921,0.130962508,0.160701145,0,0,0.719910265,0.228833121,0.420109626,0
RNU7-1,0,0,0,0,0,0,0,0,0,0
RNVU1-1,0.347006064,0.645971026,0.503087684,0.493862057,0,0.298416021,0.276550895,0,0.161383576,0
RNVU1-14,0,0,0,0,0,0,0,0,0,0
RNVU1-15,0.258677248,0.240771019,0,0,0.186044356,0,0.091624943,0.174745293,0.160405494,0
RNVU1-17,0,0,0,0,0,0,0,0,0,0
RNVU1-18,0,0,0,0,0,0,0,0,0.161383576,0
RNVU1-19,0,0.317183378,0.49405018,0,0.18381628,0,0,0,0,0
RNVU1-25,0.800282735,0.413825188,0,0.379656456,0.383716484,0,0,0.360412166,0.330836331,0.127306729
RNVU1-26,0,0,0,0,0,0,0,0,0,0
RNVU1-27,1.983192233,1.765654137,1.300100535,1.47260686,1.116266137,0.444911159,0.549749657,1.92219822,0.160405494,0.864142647
RNVU1-28,0,0,0,0,0,0.149208011,0.092183632,0,0,0
RNVU1-29,0.086751516,0.080746378,0,0,0.187178773,0,0,0,0,0.124201687
RNVU1-2A,0,0,0,0,0,0,0.274874829,0,0,0
RNVU1-3,1.060416047,3.454540703,1.639878363,1.257661138,1.143999457,0.759941421,1.690224101,0.179086791,0.328781447,2.656836087
RNVU1-30,1.561527288,0.403731891,0.503087684,1.48158617,1.31025141,0.447624032,0.092183632,0.703243251,1.452452184,2.48403374
RNVU1-31,0.694012128,0.161492756,0,0,0,0,0.645285421,2.988783817,0.161383576,0.124201687
RNVU1-4,0.780763644,0.161492756,0,0.370396542,0.748715092,0,0.092183632,0.351621626,0.645534304,0.621008435
RNVU1-6,0.607260612,0.242239135,0.30185261,0.123465514,0,0,0.092183632,1.230675689,0.161383576,0.621008435
RNVU1-7,0.780763644,0.161492756,0.100617537,0.493862057,0,0.298416021,3.318610735,0.175810813,0.322767152,0
RNY1,0.125904855,0.234378868,0.146028991,0,0.543315376,0,0.267577267,0,0.234220411,0
RNY3,0,0,0,0,0,0,0.148216819,0,0,0
RNY4,0,0,0,0,0,0,0,0,0,0
RO60,3.557593702,8.420901571,5.469605556,6.090965366,4.320288434,7.339421068,4.197261925,5.394699354,3.945901127,2.989791961
ROBO1,3.648716912,10.32359709,4.051347769,9.730376775,1.340802429,4.35624278,13.20106901,4.878406516,1.917785957,2.618479925
ROBO2,0.047814074,0.005563034,0.171320936,0.029164032,0,0.530139295,0.000907287,0.001730359,0.014295274,0.029337925
ROBO3,0.502185833,0.190361943,1.76614853,0.521626861,4.714262303,0.505005194,2.29805685,0.763298183,0.395534469,1.649587906
ROBO4,1.662846349,1.291666506,2.599660719,3.348332781,3.631475787,3.841178101,0.674973452,0.94292391,2.382134478,4.054700318
ROCK1,4.29106369,6.764829978,6.665238844,8.941920676,3.015906136,5.59557012,5.942578146,3.807390997,6.422961301,4.862141313
ROCK1P1,0.43569268,0.245322456,0.299456049,0.704290237,0.29014479,0.203532137,0.914517388,0.675857975,0.610389903,0.539068192
ROCK2,5.713337694,8.805645251,8.402719759,8.548413873,4.269484156,4.713119988,6.619484412,4.240393904,4.557682166,8.810202901
ROGDI,4.484886141,3.538019966,7.043172934,4.766580105,3.425630738,22.09153631,5.389651301,6.442991318,9.370851485,3.379176173
ROM1,1.146163116,1.019054893,2.1296236,1.403993414,3.457293215,0.696343919,2.302558684,1.155630192,1.676060609,0.620460852
ROMO1,87.12669779,26.61685884,81.91872786,66.54263583,89.77435244,47.54591904,99.15071806,77.05221924,154.3525855,61.19427735
ROPN1,2.220055397,0.026379295,2.859782897,2.169145341,32.64053106,0.016248416,1.45224926,12.51471019,0.105445842,5.576925153
ROPN1B,9.675794335,0.068698253,1.773234949,2.160890501,38.4095651,0.018134966,0.070959535,7.799433241,0.071920941,8.292549
ROPN1L,0.054810534,0.102032848,0.154387283,0.23402049,0.10136704,0.14814048,0.041601859,0.0317369,0.160228933,0.056051394
ROR1,0.300859167,0.775020934,1.245889344,1.372002482,0.324573288,0.921956631,5.470889178,0.279098029,0.480858166,1.13144685
ROR1-AS1,0.076274753,0.074731411,0.013968349,0.017140246,0.017323543,0.131188533,0.017063336,0,0,0
ROR2,0.537984651,2.85424152,4.325274311,2.958248999,1.530117298,2.759091548,2.41141479,5.010336198,2.110801752,1.592975229
RORA,0.644567837,1.241086997,1.35767541,1.103915016,1.907773507,1.233557965,0.574914254,0.443323885,1.262769657,0.643108172
RORA-AS1,0.062890588,0.104066059,0.251247327,0.149177389,0.10554088,0.156243359,0.170784213,0.056646313,0.168993018,0.05002229
RORA-AS2,0,0,0,0,0,0,0,0,0.039859799,0
RORB,0.023734332,0.04004064,0.070540331,0.07178018,0.028805742,0.030616345,0.012610252,0.006012506,0.035874235,0.014866389
RORC,2.063405186,1.437177148,0.388964437,1.862754871,5.492252317,0.540753864,3.105784095,0.797638318,1.823959342,0.330093074
ROS1,0.001811004,0.010113854,0.042009359,0.005154874,0.0039075,0.009344494,0.577321114,0,0.003369005,0.033706466
RP1,0.006011514,0,0.00697237,0.002851879,0,0,0,0,0.063371466,0.02868884
RP1L1,0.022427821,0.01491094,0.031586724,0.056999055,0.024195612,0.030308665,0.187252867,0.009739773,0.017881031,0.04816469
RP2,3.520336828,7.618823138,5.397735308,8.076975635,3.172244615,4.909465369,4.921437569,1.963644513,3.744200808,5.698842382
RP9,6.821283588,5.790936251,7.911570698,8.31056914,3.930162517,4.989427831,6.04565317,4.906770482,4.894564892,4.23908603
RP9P,2.958632303,1.395396588,6.805480902,4.973773344,3.534583109,1.605157497,9.705977895,2.253519197,1.957775355,2.629643534
RPA1,30.00882158,21.58280706,23.38782458,22.13602682,11.94467775,22.06854942,18.09659355,15.60298555,22.64530106,39.91478571
RPA2,22.59870547,45.1842175,31.77660287,26.06510495,19.67425977,25.30638808,21.2806758,29.64697997,44.68830317,27.3706315
RPA3,5.176746406,12.02141686,6.284984774,4.824017676,3.276786811,6.995787473,7.895847488,6.075264485,8.999730877,4.222549928
RPA4,0.027360094,0.016977444,0.074044187,0.038939124,0.059033305,0.01568597,0.019382199,0.03696535,0.033931931,0.039171301
RPAIN,4.62816419,2.33658066,4.690537681,2.651633786,4.028248424,2.061681186,2.805905972,2.689266554,4.157049776,5.159435033
RPAP1,4.856164199,3.089769445,5.735399516,4.057715326,3.415653975,3.931332497,5.954125845,3.261407851,3.763814968,5.434837374
RPAP2,3.441862096,2.901556239,1.622019024,2.925863312,1.090576778,1.914270362,1.44813591,1.520534819,0.975795408,1.749112172
RPAP3,5.90929208,7.523143511,6.455154439,5.659451749,2.977885224,6.748494483,3.905255648,7.464101803,6.241684499,4.989117831
RPARP-AS1,1.922940848,2.550216002,2.580146517,2.114270582,1.898244093,3.735367188,2.657689928,2.251620883,1.669379082,0.978867289
RPE,8.313366745,11.45644837,10.03101419,14.13704676,9.692055213,10.69264766,10.44789702,13.9744138,11.35476878,13.34226572
RPE65,0,0.005073719,0,0.007757986,0.02352285,0.028126568,0.005792381,0,0,0
RPEL1,0.020038378,0.049736736,0,0.01901253,0,0,0.035488534,0,0.024851555,0.009562947
RPF1,54.48015287,16.85188128,12.7961284,23.76368188,13.39454765,16.24260444,20.52494162,20.45672758,21.78005844,18.36517445
RPF2,17.17281871,6.739378489,10.53944326,7.12977142,20.43618034,9.234005191,10.31131034,13.54899791,8.280187206,8.808249371
RPGR,0.912232937,1.370031927,0.660697878,0.677496051,0.721986497,0.87356559,0.514308006,0.613553401,0.800343244,1.862103747
RPGRIP1,0.205475803,0.20093596,0.202118006,0.203593956,0.230089592,0.125258352,0.679900627,0.121235537,0.256443518,0.331416421
RPGRIP1L,0.723700755,1.165933237,0.716163337,1.437873405,0.642263261,0.759397635,0.411553274,1.172874312,0.50228865,0.804813794
RPH3A,0.030186081,0.015325381,0.738411812,0.072252748,0.00592098,0.00707979,0.017496131,0.013903449,0.020420026,0.045181673
RPH3AL,0.175905646,1.089343984,0.571260792,0.804459443,0.36942042,0.782591835,0.26168845,0.156855938,1.487836317,1.010730643
RPIA,23.71977977,11.59427108,19.26041796,18.46237023,16.57788102,17.30651444,21.72001993,19.56523188,17.21494673,18.28587565
RPL10,324.2131955,239.4748473,341.0856504,372.7457906,185.7998958,283.9699647,503.8672089,347.2864406,458.9279299,319.6995184
RPL10A,683.4102953,208.1907378,464.2784072,331.6087942,246.2738924,626.1153824,361.918219,839.4602039,564.515663,472.4784427
RPL10L,0.052563726,0.016308382,0.060965306,0.074809154,0,0.030135608,0.35374901,0.071017176,0.032594712,0.02508507
RPL11,447.2740513,293.8921093,509.5298393,359.5482299,380.6189443,391.2385727,340.2603152,610.7743729,504.1765859,390.1595662
RPL12,320.3741978,149.506332,325.6175533,212.1369157,221.0282066,404.1760225,251.8103417,436.7748614,307.9098587,287.227241
RPL13,166.1005921,61.70205972,243.2574693,142.9949099,146.6179941,134.2050147,290.3305253,317.0272305,244.7116792,131.5508369
RPL13A,1421.950141,564.1466204,966.6794379,580.0565165,416.0659384,1212.701239,600.6212254,1858.503597,1043.772563,913.7280615
RPL13AP17,0,0,0,0.009331034,0.01414623,0,0,0,0,0
RPL13AP20,4.064928179,1.282926036,5.229468429,1.562680104,2.419493104,5.906579183,1.688065449,9.658335882,9.778413715,3.143995414
RPL13AP3,0.378531599,0.120307388,0.22487138,0.131397432,0.099601943,0.460501816,0.206022341,0.411632325,0.223276953,0.09252663
RPL13AP5,35.54487443,12.83128558,24.37443387,20.01674561,11.43625601,49.5399852,25.93794338,35.94699122,31.18078359,11.51585054
RPL13AP6,1.022874084,0.108189592,0.593183125,0.330855299,0.250795088,1.39943461,0.69167849,0.848028626,0.562205529,0.232979635
RPL13P5,0.997423488,1.173471763,2.230402424,1.703450167,0.568150039,0.823447462,1.509267847,2.231604215,0.638293313,1.290917366
RPL14,127.9066927,43.19056935,66.49865027,41.71027478,60.45514156,55.07052149,46.2709679,135.8786457,87.12662598,92.31494126
RPL15,132.0052424,84.39599578,115.5367376,72.866744,71.8668999,165.1320345,74.62253675,162.2031421,135.6874936,112.354429
RPL17,31.01709909,12.67374605,20.75289705,12.14095556,8.190020233,11.45181864,29.44876667,34.96642885,12.72305762,21.55153599
RPL17-C18orf32,0.037763102,0.008787263,0.010949752,0.013436194,0.06110946,0,0.05015964,0,0,0
RPL18,292.1875977,127.0220144,159.5829035,128.7638831,149.6211676,266.8515613,142.0865801,428.6173215,247.5652428,222.9419397
RPL18A,358.4000038,75.64729138,142.4667866,78.3410566,88.14055772,95.59787283,257.8009478,245.7465297,160.0396127,212.0590094
RPL19,824.9400952,252.8975202,509.2608756,282.4678236,442.9980886,438.0749715,417.1655015,660.2604772,537.3184379,631.4069695
RPL21,161.1493693,67.07169724,102.8963517,90.32076045,41.75326727,95.02977926,82.10434129,225.9843576,180.867001,79.5471767
RPL21P28,3.063424135,1.425683465,2.9381154,2.934542656,2.160887863,2.431812547,2.03452901,7.760427595,4.712534069,1.476020049
RPL22,70.01258085,50.39140874,70.16409919,71.36921527,63.39309561,56.6458164,38.87823965,100.7447624,62.48350487,68.57727711
