,TCGA-AC-A6IW,TCGA-AO-A128,TCGA-B6-A3ZX,TCGA-C8-A12V,TCGA-E2-A1LH,TCGA-EW-A1OV,TCGA-EW-A1PB,TCGA-EW-A6SB,TCGA-LL-A5YO,TCGA-S3-AA10
MARCHF8,4.353662632,7.728689021,7.46376857,7.074431483,2.744394859,7.114801612,11.01121801,5.893568358,4.637588994,6.478982074
MARCHF9,3.886294631,2.076462169,6.493386022,3.726099817,7.611095512,7.582374825,2.340382435,5.910579545,6.106222613,5.324949631
MARCKS,66.59350761,54.54632229,71.47850982,78.91407363,35.40065064,40.29698265,72.97717728,72.45675605,69.79833997,47.78513916
MARCKSL1,218.5084318,307.7086213,407.4426313,205.2602909,192.0615058,269.603331,350.4306223,396.075788,290.9801917,199.0270994
MARCO,27.01740143,19.9623379,0.357170477,14.62867397,27.71470289,3.024925077,4.203112457,26.47529871,7.141863647,6.466373546
MARCOL,0,0,0,0,0,0,0,0,0,0
MARF1,3.786462543,8.4676691,10.85828998,9.205310122,5.229143043,10.94981004,5.071678481,5.608685345,7.225739366,5.089004593
MARK1,1.255422714,0.310464384,1.620579444,7.673961768,0.646020738,0.298140577,0.57212732,0.266134145,1.392480772,1.526646692
MARK2,14.99710137,15.11665622,26.38488075,16.20459795,15.95721851,19.37250475,31.1894045,19.31256352,14.86344308,15.95699035
MARK3,6.506353944,7.72411626,5.207803457,7.207964209,5.986857578,8.471376689,5.934340719,5.918364218,9.6984795,6.96915209
MARK4,11.8482171,6.293519002,6.112500268,6.310146896,5.584260296,14.06994843,7.169088397,8.207106076,6.326971939,8.617451303
MARS1,20.57161362,20.42699541,18.5158029,16.19752302,13.53599756,17.86513285,20.25285402,24.90679865,19.37567355,37.77031974
MARS2,5.353479444,4.140719209,4.208672587,7.317304954,3.558814695,4.968592161,2.178330663,6.694903703,3.094673063,7.158526117
MARVELD1,13.4104134,7.822386042,15.21203753,20.12849618,17.23374184,15.55543189,5.601621987,10.70890248,13.08071435,10.5251281
MARVELD2,2.49223751,2.349459134,1.654170382,3.447758098,3.484628262,5.885217233,2.895220989,1.089036354,2.728825594,2.711440994
MARVELD3,3.685930066,1.752369274,2.398649649,4.473106161,1.681066324,3.54182689,5.502187267,5.237885779,2.681180564,2.126650419
MAS1,0.004337135,0.006728181,0.055334022,0,0,0.002486547,0.001536238,0,0.013447265,0.002069818
MAS1L,0.011291467,0.031529538,0,0,0.024362951,0,0,0,0.042010963,0.016165934
MASCRNA,0,0,0,0,0,0,0,0,0,0
MASP1,0.025944379,0.115711321,0.18556256,0.010769578,0.006997337,0.011155739,0.027568937,0.035052623,0.038209196,0.003095369
MASP2,0.110444414,0.87846589,0.477453999,0.30008132,0.346617572,0.155420624,0.074683704,0.013565266,0.112068764,0.229996631
MAST1,1.378516513,0.127701145,0.320780967,1.580691199,0.136265459,0.0224737,0.555387684,0.639948129,0.263332147,0.636046478
